company_name,cage,email,phone,contact_name,linkID
"HAHN AUTOMOTIVE WHSE, INC.",100291,rnasoff@boighill.com,833-861-3136,"Nicole Hackbarth, AR",100291
COMMENCEMENT INTERNATIONAL,100301,,800-523-4503,GARY,100301
FMH CORP,100304,,704-553-7781,Mike Musto X213,100304
F.P. RIESTER,100305,,716-807-1600,SEAMUS LEWIS,100305
MASTER DISTRIBUTORS,100309,lakeshorediecast@yahoo.com,800-678-2956,Mark Beasley,100309
ERIE SPECIALTY PRODUCTS,100314,,504-952-2817,SAM MUHARAY,100314
PROBE MASTER INC,100315,,800-325-0123,"Lacey Smith, AR/Coll",100315
KAMPI COMPONENTS,100321,ginny@ndrives.com,803-324-2658,BRIAN NUTTING,100321
HANES SUPPLY,100322,tfreeman@lyncole.com,800-677-3428,Dan Wandrei,100322
TELEDYNE INDUSTRIES,100326,,210-684-5630,CHESTER,100326
"HARDING WATERCRAFT, INC.",100328,,772-288-4130,SVEN WRAGE,100328
"LOGITEK, INC",100330,,800-233-0896,Sales,100330
"JLG INDUSTRIES, INC.",100333,,321-802-5889,Joe Bott,100333
OLDAKER MFG CORP,100334,,800-334-7916,"Kerry Paul/Ann Fecteau,AR",100334
ENGELHARD-CLAL INDUSTRIAL PDTS,100349,,800-433-6886,John Barwinczok,100349
BEC MACHINE,100351,,413-568-1923,SALES,100351
KIENE DIESEL ACCESSORIES,100352,,773-764-3527,Tina Lopez,100352
"TRI-TECH ELECTRONICS, INC.",100353,,626-967-5151,JOHN AHLERS,100353
D & D INSTRUMENTS,100355,nhayden@revereproducts.com,800-617-3582,Claudette Davis      ,100355
DP MFG INC.,100357,kmills@sayreinc.com,763-784-4600,DEBBIE,100357
"INSUL-FAB, DIV OF CONCOTE CORP",100358,international@trojanuv.com,860-564-1220,Sales Dept,100358
PIVOT POINT,100362,,315-622-2344,JIM BRADLEY,100362
RHOMBUS INDUSTRIES INC,100366,,586-949-9300,Dan Pniak,100366
AIR OIL SYSTEMS,100372,,800-458-5593,Bryan Oneil,100372
HARDWARE PRODUCTS CO INC,100375,,714-898-2269,SALES,100375
DOLLINGER CORP.,100380,,800-556-3864,MAUREEN MOYER,100380
R.S. CORCORAN COMPANY,100382,,605-296-3462,Alan Dunkirk,100382
"CREST/GOOD MFG. CO., INC.",100383,,508-347-4000,WILLIAM MILLER,100383
PARKER HANNIFIN CORP.RACOR DIV,100385,Mark@raulliandsons.com/Rich@raulliandsons.com,480-968-9084,,100385
"KWD MANUFACTURING, INC.",100388,erin.fiscus@verhill.com,817-624-4001,"Sandra, Corp AR",100388
US PLASTIC CORP - use #109501,100391,sales@todaysure.com,855-695-6535,Alec Abruzzo,100391
CEMEN TECH,100395,,231-264-4243,Jim Chronister,100395
OPTIMA BATTERIES,100398,,951-652-6811,Tom LaPorta,100398
MID CONTINENT INSTRUMENTS WEST,100401,,817-548-6780,STEVE GOLDEN,100401
AMPLIFONIX,100403,,877-468-2657,KENNY FAUQUIER,100403
SHIELD RESTRAINT SYSTEMS,100405,www.fournierrubber.com,734-761-5110,ART LONG,100405
MAYO COMPANY INC,100408,,404-267-2200,Carol Braun,100408
U S PARA PLATE CORPORATION,100409,,775-246-1000,Tina Willoughby,100409
SERVICE & SALES INC.,100411,,716-693-8651,ROGER,100411
KROBACH MANUFACTURING CORP.,100420,scott@acrymax.com,404-551-4347,John Piseck,100420
"VICTORY ENGINEERING CORP,",100422,,510-985-7451,Jeff Bell,100422
COIL SPECIALTY COMPANY,100423,SYAN@AMRONINTL.COM,860-447-1077,BRETT KENDALL,100423
MARWILL PRODUCTS COMPANY,100427,,800-672-6225,Patrick McFarland,100427
TROL-MATION INC.-USE 106564,100429,lilianab@magnetsales.com,281-444-1162,JOHN LEHMAN,100429
TRAMEC SLOAN LLC,100431,sales@preeceinc.com,817-396-6623,LAUREN STANARD,100431
GRISWOLD PUMP CO.,100432,greg@cmore.com,610-461-7176,DAWN PETERS,100432
METRO CROWN INTERNATIONAL INC.,100433,customerservice@kal-plastics.com,213-269-3759,SOPIE PANELLA,100433
RAYTHEON T I SYSTEMS,100440,,800-677-8899 ,"Thomas Calandrillo, Owner",100440
NORDEN SYSTEMS,100441,,260-482-4366,CHUCK,100441
GRIFFITH RUBBER MILLS,100445,info@inkjetsuperstore.com,888-803-3193,NANCY BUCEK,100445
CIRCLE GAS AND MFG. CO.,100448,,518-489-2604,Charlie S Markey,100448
"R. E. ATCKISON CO., INC.",100450,,800-289-7318,CUSTOMER SERVICE,100450
WORLD MAGNETICS COMPANY,100463,terry.mullins@hamiltonproductsgroup.com,504-522-9613,DURAND SMITH,100463
BRETT EQUIPMENT CORPORATION,100465,sstoklas@richelieu.com,860-746-6207,"MIKE MARTIN/TerriClark,AR",100465
"POWERTRONIC SYSTEMS FL, INC.",100480,,603-881-4040,Bob Aaserud,100480
WELCO TECHNOLOGIES,100482,,937-277-9364,CUSTOMER SERVICE,100482
FEDERAL-MOGUL CORP,100483,,631-957-7850,CUSTOMER SERVICE,100483
HANSON MACHINE,100484,,315-476-1743,Michele Lawson,100484
STANDARD HORSE NAIL CORP.,100492,sales@kenjones.com,614-276-8141,SALES,100492
LANE FIRE & SAFETY,100519,joe@maverickindustries.com,972-417-1288,Greg Keyes,100519
"ORBITAL, FAIRCHILD DEFENSE DIV",100521,,888-848-5175,DEAN,100521
ROBERT M. HADLEY COMPANY,100526,,011441278458686,DALIBOR CRNIC,100526
AMPHENOL NEXUS TECHNOLOGIES,100527,mrytting@flowserve.com,858-547-3490,REID THOMAS,100527
"HOWELL INSTRUMENTS, INC.",100532,berenice@precisionroller.com,310-823-5491    ,Eric Geesey,100532
"BESWICK ENGINEERING CO., INC.",100533,,954-447-4700,Sales,100533
FIRST ELECTRONICS CORPORATION,100537,,800-456-9340,Ken Barnum,100537
"NORMAN FILTER COMPANY, L.L.C.",100538,gregory.wainwright@krollcorp.com,573-438-5000,Abigail Shepherd,100538
RAPID RIVET & FASTENER CORP,100539,,919-575-6426,Jack Haley,100539
"MID-AMERICA POWER CENTER, INC.",100543,,800 234-9643,JIM CHAMBERS,100543
"CLEAN SEAL, INC.",100544,AR@KNOWBE4.COM,336-870-9959,Doug Fancher,100544
STANDARD WIRE & CABLE CO.,100545,Matt@akrongasket.com,1-800-388-84,Joan Etner,100545
LAKETRONICS INC.,100550,,803-865-7971,Andrew Kalinowski,100550
LASMER INDUSTRIES INC.,100551,S.EDLER@PLMGT.COM,800-457-4257,KIRK ASHBY,100551
MERCER PRODUCTS,100557,Accounting@Plastic-Products.com,315-488-5261,Julio Maldonado,100557
EMPIRE HARDWARE & MACHINERY,100559,anna@inkspotprinting.com,800-322-7352,Sales,100559
SEALTITE CORP.,100562,,714-557-8130,Frank Maring,100562
BOMBARDIER INC.,100563,,1-701-572-7639,David Wright,100563
"NEW ENGLAND DIE CUTTING, INC",100564,SALES@ACEFASTENER.COM,524-2052,GREG FUCILE,100564
"REXNORD CORP., GEAR PDTS. DIV.",100571,USA.ORDERS@HYCO-HYDRAULIC.COM,800-667-8563,JOE HIEMSTRA,100571
HOGENTOGLER AND CO INC,100578,,479-6445,ASIA PARKER / June Streit,100578
R & B ELECTRONICS INC,100580,design@graphixtoday.com,800-537-1512,Danya Chandler,100580
BR COMMUNICATIONS,100589,,978-988-3329,**SEE COMMENTS**,100589
ADVANCED FILTRATION AND,100591,,877-465-7012,MILLIE HODAN,100591
WALKER DESIGN INC.,100593,,256-845-7725,STACY FULTS,100593
NEW YORKER ELECTRONICS,100595,,217-678-2511,SALES,100595
"ETS INTERNATIONAL, LLC",100599,bhiller@coastalsafety.net,877-978-7463,GEORGE OLLEN,100599
MOD-A-CAN INC.,100600,,800-441-8246,SALES,100600
"DERBYSHIRE MARINE PRODUCTS,LLC",100603,brian.barkhimer@cleanairpower.com,936-588-1010,Tom Saccuci,100603
ELECTRO-FLEX HEAT/MCF LLC,100610,,916-837-9995,Maureen,100610
VIZIFLEX SEELS INC,100611,,518-312-4176,Melissa,100611
YOUNG & CUNNINGHAM AMERICA,100612,,913-631-0448,Cristina Imrie,100612
DESPATCH INDUSTRIES INC.,100616,jolene.settegren@rayovac.com,1-949-407-5125,Sales,100616
C E PRECISION ASSEMBLIES INC,100622,,800-848-8707,Rick/Vicki,100622
MAGNETEK,100637,,800-260-2342,FRANK STROBL,100637
DIGI-KEY CORPORATION,100639,jsanglay@biscoind.com,717-684-6721,SALES,100639
FORANNE MANUFACTURING INC.,100641,CELL# 760-622-6374,800-334-7141,Bob Baugham,100641
POLYPHASE INSTRUMENT COMPANY,100645,,718-387-4872,JGB - JOHN SNYDER ONLY ,100645
HAMILTON SUNDSTRAND CORP      ,100652,sales@dbelectrical.com,704-878-9991,Anne Kierych,100652
RELAY SPECIALTIES INC.,100657,,254 675-8651,MARC RINALDI,100657
"AMERICAN FUEL CELL & COASTAL,",100663,,240-404-1263,SALES,100663
W&O SUPPLY,100664,industrial@sealeze.com,262-646-6171,Sonia Arango,100664
"HIGHLAND ENGINEERING, INC.",100668,customer_service@airdelights.com,800-344-3555,CUSTOMER SERVICE,100668
WESCO AIRCRAFT,100669,,800-333-9449,SALES,100669
METHODS & MACHINING SERVICE CO,100670,,800-428-0588,Mike/Danielle,100670
"C. CROUTHAMEL & CO., INC",100674,,516-433-1700,CHRIS KITCHEN,100674
MEGGITT SAFETY SYSTEMS INC.,100682,info@grithappens.com,978-462-2400,VIK SAHNI,100682
D-CEMCO,100688,,315-442-0100,ANN MARIE RAPPA,100688
WALTRON LTD.,100692,USRT@AOL.COM,607-432-3880,DOUGLAS KURZ,100692
"TEGAM, INC.",100693,,404-691-2604,Stan Ward,100693
KRAFT FLUID SYSTEMS,100695,,845-240-3037,JULIE PARK,100695
ALLIED PRECISION PRODUCTS,100696,,480-985-9000,Beth Hancock,100696
MARINE DIESEL INC.,100697,,775-246-0101,MATT SCHATTSCHNEIDER,100697
W.H. SMITH COMPANY,100702,jcarrington@popcornsupply.com,716-649-6000,BEVERLY MODERY,100702
L-COM INC.,100706,gregh@wincogen.com,770-834-7515,"Tye Hogan,AcctMgr/Kim,AR",100706
TRIMAN INDUSTRIES INC.,100709,JHUDSON@CORROSION-PRODUCTS.COM,413-536-0600,Claudia Baerl,100709
HYDRAULIC AND MOTOR CONTROLS ,100712,Aida.Cifric@astrodynetdi.com,716-672-5168,BOB BOEHLY,100712
"CINCH CONNECTORS, INC.",100715,mplickert@tcnind.com,215.639.7112,ADMIR PARATUSIC(SEE NOTES,100715
"W.L. GORE & ASSOCIATES, INC.",100720,,716.625.8000,CUSTOMER SERVICE,100720
"TECH CABLE PRODUCTS, INC.",100722,pamela@nslights.com,419-729-2141,Bill Calbert  x217,100722
NEWARK WIRE CLOTH,100725,,626-961-8822,HANS-OLE LABAKK,100725
WHITTET-HIGGINS COMPANY,100737,crobinson@shinemicro.com,704-588-3365,JOHN WADDINGTON,100737
SPEDE TOOL MFG. CO.,100738,,201-488-0782,SALES,100738
HUMBOLDT MFG CO.,100739,jeremy@therosequipment.com,518-456-1445,***SEE NOTES****,100739
LITTON LASER SYSTEMS,100742,,800-332-8638,PENNY,100742
"WESTFALIA SEPARATOR, INC.",100743,info@cabletiesplus.com,517-684-9581,STEPHANIE SCHAEFFER,100743
COAXIAL DYNAMICS,100745,hooverd1@rushenterprises.com,699-7643,Justin Black,100745
NATIONAL RIVET & MFG. CO.,100746,,888-804-7129,GARY ROSE,100746
INDUSTRIAL TIMER CO.,100749,** USE MACHINE CRAFT MFG V-107926 **,877-208-4163,LOU PELLEGRINO,100749
"GREENE METAL PRODUCTS, INC.",100754,,973-427-3100,Raul Moralez,100754
"SCHEIDL MFG. CO., INC.",100757,,    474-5190,RONALD MINOR,100757
HYTRONICS CORPORATION,100760,Sales@sensorsllc.com,011441202882121,EMRE SAPCI,100760
VOLTAGE MULTIPLIERS INC,100761,charlieg@hahnequipment.com,218-546-6061,CHRIS STEPHEN,100761
MCINTOSH CONTROLS CORPORATION,100762,JEANNE@CLAMPSINC.COM,714-632-8565,Christine Whitt,100762
"HAMILTON SUNSTRAND,",100763,,1800-777-1314,BARB,100763
"ASHLAND ELECTRIC PRODUCTS, INC",100766,sales@beswickcorp.com,453-7303,STEVE SCHUTT,100766
MI-T-M CORPORATION,100768,GWENZLAU@WENZLAU.COM,401-821-4729,Postage Machine Maint/Sup,100768
CENTRAL BRASS MFG. CO.,100770,april.gibson@calicoladders.com,652-3243,CUSTOMER SERVICE,100770
ULTRA ELECTRONICS,100771,,468-1712,Deidre Murphey,100771
"HOOSIER INDUSTRIAL SUPPLY, INC",100773,BANJOORDERS@IDEXCORP.COM;SLIBRA@IDEXCORP.COM,614-851-0002,Marlene Wagner,100773
TECHNICAL SERVICES LABORATORY,100775,,800-969-8625,MONICA,100775
MORRIS & BROMS INC,100781,sales@zeuschel.com,315-699-2592,Bill Hocker,100781
"MODERN ENGINEERING CO., INC.",100782,,804-846-8822,Nick Sarma,100782
ICS ELECTRONICS,100783,,518-383-2244,Pamela Tatom,100783
"MCGILL MFG. CO., INC.",100785,pdavis@cedbaldwinhall.com,305-599-2115,ANNETTE KEATING,100785
"CIRCUIT SYSTEMS CO., INC.",100797,info@ettinger.de,716-685-3770,THALIA CHAMBERS,100797
S. STERLING COMPANY,100798,thjerichow@gnresound.com,877-209-8383,Tony Cortese,100798
L & L FITTINGS,100800,,860-870-6222,Katie,100800
"REICH SUPPLY CO., INC.",100802,BradS@rdfast.com;josiel@rdfast.com,978-927-1060,JENNIFER/Celeste,100802
INLAND MACHINE COMPANY,100810,,661-775-1100,RENA,100810
HAPCO INC.,100827,,704-846-7874,SALES,100827
THERMODYNE INTL LTD.,100828,,315-699-6310,SALES,100828
CONNECTEC,100831,,877-363-4537,Stephanie Mangieri,100831
ATLANTIC SPRING CO.,100835,jj@minitrencher.com,314-968-2282,Ginny / Sales,100835
HONEYWELL AIRCRAFT LANDING SYS,100846,,216-265-8006x109,ROBERT THOMPSON,100846
"LEM PRODUCTS, INC.",100850,,800-315-2852,JORGE BOSQUE,100850
"SPECTRO, INC.",100856,,570-696-2534,Susannah K Gray,100856
D & W DIESEL & ELECTRIC,100857,branchv3@uri.com,800-752-1458,JACK WELCH,100857
RIDER PLASTICS INC.,100858,,844-388-8783,George Pretty,100858
"ADI SERVICES, INC.",100860,ghange@wmrobots.com,407-678-6900,AURORA,100860
"KITCO, INC.",100861,,413-271-8170,KATHY CAMPBELL,100861
KONGSBERG MARITIME INC.,100864,sales@discountfleetsupply.com,717-347-1200,KRISTINE CONE,100864
EDSON INTERNATIONAL,100867,info@cyberweld.com,315-454-8777,Christine Perkins,100867
VICTOR INDUSTRIES INC,100877,,215-699-4431,Lori Lock,100877
"B & E MFG CO., INC",100878,manager@lablind.com,847-683-2954,John Keeler,100878
"EURAMCO SAFETY, INC.",100879,scosta@hydroair.net,516-333-9292x281,Tom Roche,100879
COLE-PARMER INSTRUMENT COMPANY,100885,sales@nmcgroup.com,586.790.4600,CURT IGNACIO,100885
CUSTOM ELECTRONICS INC.,100890,,888-560-1744,LISA SACKETT,100890
FISHER-FAIRCHILD CORPORATION,100895,,800-551-2304,GREG WOOD,100895
TPS AVIATION,100896,eugenio@ratech-electronics.com,888-286-5082,PAUL SUNIARA,100896
"SEAL & DESIGN, INC.",100899,john.chaney@chicagolighthouse.org,471-4146,Gail OR Deb,100899
PROMARK ELECTRONICS,100901,,011442078365746,Rick Bezanilla,100901
SNOWBIRD ENVIRONMENTAL SYS,100902,robin.prince@wfel.com,800-408-2718,Amanda Reese,100902
"ACCURIDE DISTRIBUTING, LLC",100905,,585-377-2740,SALES,100905
DAVID CLARK COMPANY INC,100908,,585-436-9610,Velma McBrayer,100908
DW INDUSTRIES ,100910,,800-771-7500,John Bland,100910
MISCO/MINNEAPOLIS SPEAKER CO.,100911,Mike@polarisenginc.com,402-677-0123,Gal Lipkin,100911
FLUIDYNE CORP.,100916,bobby@perkinsmachine.com,978-975-5445,SALES,100916
FAIRCHILD CONTROLS CORPORATION,100919,sueli@ecs-trading.com,262-654-3516,MARIA ZERMENO,100919
DANIELS MFG. CORPORATION,100920,nheinze@dweplastics.com,732-494-2223,SALES,100920
HAMMONDS TECHNICAL SERVICES   ,100921,techhelp@acsource.com ,814-623-8183,JIM FEW,100921
"SL-MONTEVIDEO TECHNOLOGY, INC.",100922,wlich@becklee.com,800-242-4944,DOUG GIFFORD,100922
AUTOMATED PRODUCTION EQUIPMENT,100924,,914-668-4841,Allen,100924
NORTHERN PARTS,100925,,909-942-3228,SALES,100925
Q-BIT CORPORATION,100935,,0118651985150205,"Kathleen Jones, Accts",100935
"BANNER MACHINE COMPANY, INC",100936,,800-645-6196,Jim Scannell,100936
SPRING MANFACTURING CORP.,100940,,01188634732073,Sonepal Sethi,100940
RAYTHEON ELECTRONIC SYSTEMS,100942,,718-728-0909,Rachel / Sales,100942
"AVALON MACHINE PRODUCTS, INC.",100943,,602-788-5411,"Carol Malinowski, AR",100943
PRECISION OPTICAL,100945,,713-523-5521,Richard,100945
"AC & R COMPONENTS, INC.",100951,,516-678-6224,LESLIE RENTAS,100951
"CAL-GREG COMPONENTS, INC.",100955,info@steamplantsystems.com,773-788-1881,John Braden ,100955
"DAUBERS, INC.",100959,CUSTOMERSERVICE@AMPHENOL-ANTENNAS.COM,82-55-292-6838,HEATHER LEE,100959
"DAICO INDUSTRIES, INC.",100963,,973-628-1363,Jim Mavin,100963
ACI ELECTRONICS CORP.,100967,,440-268-1207,BETSY,100967
ALL AMERICAN,100974,,508-823-0786,Al Dick,100974
"R.E. MICHEL CO., INC.",100975,jamie.johnson@callapg.com,973-882-8405,Sales,100975
AUTO GEAR CO.,100976,BillJ@JWP-Inc.com,412-798-3607,Nora Lawrence,100976
WAYNE DALTON OF SYRACUSE,100979,,518-673-3712,Cheri Dial,100979
SMITH METER INC.,100990,,315-675-8288,CUSTOMER SERVICE,100990
STATE SEAL COMPANY,100992,,812-897-3488,GINA TASSIELLI,100992
RITEC ENTERPRISES,100996,RITCHIE@DIVERSIFIED-SIGNS.COM,813-645-2748,Steve,100996
STANDEN'S LIMITED,101004,jkoser@unitedcoolair.com,425-1801,X 2239,101004
ALKON,101005,lmontecalvo@emiyoshi.com,716-372-6987,Emanuel Rogers,101005
AIRLINE HYDRAULICS CORP,101007,NMontijo@maxweiss.com,731-686-1532,DEREK DUNIFER,101007
GHZ TECHNOLOGY     ,101015,,410-309-1900,John Shah,101015
KW MICROWAVE CORPORATION,101019,,800-693-5504,Christine Barlow,101019
AEROSPACE CONTROL PRODUCTS,101022,,740-335-3443,Georgette Jones,101022
3M CO.- TRAFFIC CONTROL MATLS,101027,,446-9350,GREG ESSENLOHR,101027
SCIBETTA DISTRIBUTORS,101029,,901-525-7897,SCOTT MARCH,101029
ACE GRINDING & MFG. OF TEXAS,101031,,402-723-4501,Shannon Perruzzi,101031
JACO ENGINEERING,101039,,877-775-7705,Cathy Donahower,101039
"YUASA, INC.",101041,,724-225-8000,ERIN EVANS,101041
IDEAL PRECISION METER CO,101042,gvaldez@mgci.com,703-846-4253,Bob Zappolo,101042
GORMAN-RUPP COMPANY,101044,support@sheet-labels.com,201-797-8855,JOHN SAVAGE,101044
"AUTHORIZED PARTS, INC.",101045,,847-683-2621,VINCE CURTIN,101045
"PRO TECHNICAL PRODUCTS, INC.",101049,,585-458-6174,Grant Webb,101049
HONDA CITY,101050,,855-366-4295,,101050
"DNE TECHNOLOGIES, INC.",101052,orders@kromedispense.com,453-7116,SALES,101052
AVIARMS SUPPORT CORP.,101053,,451-4228,BOB MATULA,101053
CAMAR CORPORATION,101057,,01131174525990,CHRIS SEAMAN,101057
ATC GOVERNMENT TURBINE,101063,MIKE@SPAIRES.COM,800-355-1250,Karen Nutter,101063
"FLOWMETRICS, INC.",101065,,973 589-9150,GYANESH DADHICH,101065
AEPCO,101066,,716-836-4393,The Compass Group,101066
"QUALITEK INTERNATIONAL, INC.",101069,min order $1000.00,860-651-6749,Dianne Suit ,101069
SMAR INTERNATIONAL CORP.,101070,,845/986-2271,Janet Kaiser,101070
THOMAS SCIENTIFIC,101073,fgerleve@temprite.com,315-475-0164,"Andy Gardner, AR",101073
SPACECRAFT COMPONENTS CORP.,101076,,818-894-8241,William Tillinger Jr.,101076
"LDI INDUSTRIES, INC.",101077,cecil@metalsdepot.com,888-472-7444,Julie Mayo,101077
LAIRD PLASTICS,101080,michele.kennedy@ecolab.com,856-327-8949,Paul Salmons,101080
TAFT PEIRCE METROLOGY CO.,101083,,503-557-0536,DENISE DIGIOVANNI,101083
INSTRUMENT SALES & SERVICE,101084,ecamacho@balseal.com,714-528-2301,SALES,101084
WESCHLER INSTRUMENTS,101090,JMcAdam@TMLS.Textron.com  -  Joanna McAdam,480-298-0920, ,101090
"AIR FILTERS, INC.",101093,,540-633-3400,DONALD SHANE,101093
NIAGARA POLYMER PRODUCTS,101097,,800-461-4090,Rodney,101097
"IKON OFFICE SOLUTIONS, INC.",101098,,631-924-6600,COURTNEY WATERS,101098
TURBINE TOOL CORPORATION,101103,,540-249-5100,Ted Burke,101103
EZ FORM CABLE CORPORATION ,101107,,818-764-6717,SALES,101107
"STEWART & STEVENSON SERVICES,",101109,phone:011 86-135-86589290,941-358-7400,CATHY,101109
COMPASS WATER SOLUTIONS,101110,sales@betashim.com,800-700-1728,GINA,101110
"HANSOME ENERGY SYSTEMS, INC.",101111,customerservice@800baba.com,800-474-7294,SALIL CHADHA,101111
"BOCK ENGINEERED PRODUCTS, INC.",101120,,315-505-6848,DONALD GALLEY,101120
"WEST ELECTRONICS, INC.",101122,,*GOVT DIRECT*,Mark,101122
JOSLYN ELECTRONIC SYSTEMS CORP,101124,,937-253-6133,Sales,101124
"HOUSTON FEARLESS/76, INC.",101125,,330-535-2100,NICHOLE NEUDORF,101125
"EEV, INC.",101126,maureen.kinch@fluid.contitech.us,413-241-2229,"Mark Terveen, AR",101126
"HARRINGTON, INC.",101130,tammy.zander@quickstart-ether.com,631-563-4224,Jeffery P. Morin,101130
"ABSTON MACHINE SHOP, INC.",101135,,800-237-1165,SALES,101135
LITTON SYSTEMSGOVT DIRECT ONLY,101136,,701-572-1109,JESSE CLAWSON,101136
"KELLSTROM INDUSTRIES, INC.",101152,orders@alliancels.com,800-334-8237,J Lyons,101152
DUTCH VALLEY SUPPLY COMPANY,101153,FINANCE.US@JAMESWALKER.BIZ,913-829-9400,MEG TAAFFE,101153
REID TOOL SUPPLY INC.,101154,mpiecuch@adalet.com,817-265-3367,EILEEN CRAMER,101154
AF TECHNOLOGIES,101160,walter@cti-intl.com,734-722-0100,SALES,101160
AERONAUTICAL INSTRUMENT AND,101161,,847-7590,SALES,101161
"LIFESTREAM WATERSYSTEMS, INC",101166,lee.rasmussen@peterseninc.com,607-756-5961,"Angela Hodges, AR",101166
TIPCO TECHNOLOGY,101172,ORDERS.BAND-IT@IDEXCORP.COM,888-258-0222,CHRISTINE BALLENGER,101172
LARSON METERCRAFT INC,101177,,419-289-6200,ANDREW MCLARNON,101177
"UNIQUE ELECTRONICS, INC.",101182,,413-267-0590,Brian P.Keroy,101182
"AIR CRUISERS CO., LLC",101183,HDOUGAN@NOOKIND.COM,888-977-7468,Gerry Flinn,101183
"PORTACO, INC.",101185,,800-253-2453,ROB CROSS,101185
HARTLAND FARM EQUIPMENT,101187,,0113902530059273,Hy Itzkowicz,101187
BOW ELECTRONIC SOLDERS,101190,jford@sunbeltstudwelding.com,310-638-9318,NELLIE/ERIC/BILL,101190
FOX AVIATION PRODUCTS,101191,StreamlineJM@SBCGlobal.net,415-924-0352,DARIN,101191
"CARBIDE TOOLS FOR INDUSTRY,INC",101198,mail@corvettecentral.com,253-872-0300,BECKY MILLER,101198
ARCON RING & SPECIALTY CORP.,101201,dtorongo@psi4pumps.com,508-583-3241,Jack Umbarger,101201
MAGNETIC CIRCUIT ELEMENTS INC.,101202,,315-699-6168,Wayne Kent,101202
"MICROTECH, INC.",101203,,330-794-1535,"Anne Higgins, AR",101203
INDUSTRIAL PARTS DEPOT INC.,101207,,916-339-1694,STEFANO COLADONATOS,101207
OMNTEC MFG. INC.,101213,,315-858-9050,Scott A. Rager,101213
JAY INDUSTRIAL TECHNOLOGIES,101216,,816-363-4600,DENNIS,101216
CAPTOR CORPORATION,101218,,718-592-7474,BOBBI BERGERON,101218
"JETSEAL, INC.",101223,,215-572-6800,Robin,101223
FLUID HANDLING LLC,101224,SIMON@HONGFEIHOSE.COM,732-302-0660,Tom Derx,101224
"STAMCO AEROSPACE, INC.",101226,,361-739-3414,Gregg,101226
"DB PRODUCTS, INC.",101227,,713-343-5814,"Andria Boyd, AR",101227
"TIM TUSING ENTERPRISES, INC.",101232,,901-362-5470,CUSTOMER SERVICE,101232
COAST/ACM,101236,,631-345-6200,KIRSTIN MARTIN,101236
"MAGNETIC COMPONENTS,INC.",101244,,641-792-9000,SALES,101244
TRANEX INC.,101248,swansonboatoar@aol.com,308-436-5051,CUSTOMER SERVICE,101248
UNIVERSAL AIR FILTER,101250,"""GOV DIRECT""",516-921-7260,THERESA KOEHLER,101250
L&P FINANCIAL SERVICES,101251,,757-644-4465,DAMIEN LIESMAN,101251
"LAMINATED SHIM, INC.",101261,tim@americanafs.com,978-422-3209,Sales Dept,101261
"PRECISION SWITCHING, INC.",101262,,585-265-2010,Bob Nicoloas,101262
DATA DELAY DEVICES INC.,101265,,508-485-1000,SALES,101265
HUTTON COMMUNICATIONS,101266,parts@midwestbusparts.com,704-824-2873,BRANDI BLEVENS,101266
"RENCO ELECTRONICS, INC.",101269,,336 822-5147,DENISE DIMICELLI,101269
"CHATSWORTH DATA CORPORATION,",101281,,978-922-0019, ,101281
AERO SPRING & MANUFACTURING,101677,,773-282-7103,MELISSA CONNOLLY,101677
A B WIBE,101683,jim@jielisi.com,323-245-3761,Tim Hall,101683
DEVCO-SHOWA,101692,,00310413346400,RICK PYNE,101692
ATLAS-AERO CORPORATION,101702,jkelly@meshvac.com,614-252-8422,Ed Moyer,101702
BADGER TRUCK CENTER,101703,info@CXautoparts.com,720-389-9211,KELLY DONAHOE,101703
ALAMO AIRCRAFT LTD.,101704,,315-484-4500,Terry Gross,101704
AIR INDUSTRIES CORPORATION,101705,,800-672-2222,CUSTOMER SERVICE,101705
LA DEAU MFG. CORP.,101706,e_services@FutureElectronics.com,504-362-5901,Onno Van Kammen,101706
RUGGLES-KLINGEMANN MFG. CO.,101707,rezzan.onay@trelleborg.com,454-3131,JOHN HARTE,101707
"ALLIED ENTERPRISES, INC.",101708,,713-590-1100,JEFF HOOVER,101708
CARBONE OF AMERICA,101709,,704-588-6250,VICTORIA LUKINS,101709
"KRAUTKRAMER BRANSON, INC.",101710,,216-464-9430,Janet Espiritu,101710
